gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
2142,3520,2055,2911,2.0,3811,2011,1438,2105,1441,1880,1240,1676,1632,2345,2527,962,64.2,143.65,0
2070,3520,2055,1301,54.0,3811,1800,1438,1200,1864,1880,1240,1676,1673,997,1685,891,60.0,3273.95,0
2142,3520,2055,1301,25.0,3811,2011,907,907,907,907,907,907,907,870,1685,1432,19.6,411.15,0
2070,3520,2157,2911,23.0,3811,1800,1438,1200,1864,1880,2065,1676,1673,2345,1685,1432,54.4,1249.25,0
2142,3520,2055,1301,53.0,3811,1800,1438,1200,1864,1425,1240,1629,1632,2345,1685,1432,85.7,4616.1,0
2070,3520,2055,1301,10.0,3811,1800,1867,2105,1864,1880,2065,1676,1632,2345,1685,1432,64.622374368519,858.6,0
2070,3520,2157,2911,52.0,3811,2011,1438,1200,1864,1880,2065,1676,1673,2345,2527,891,49.75,2535.55,0
2142,692,2055,1301,28.0,3811,1800,1438,2105,1864,1880,2065,1676,1673,870,2527,1432,51.0,1381.8,0
2070,692,2055,2911,72.0,3811,1800,1438,1200,1441,1425,1240,1676,1632,997,1685,891,78.45,5682.25,0
2070,3520,2055,1301,8.0,3811,2011,1867,2105,1864,1425,2065,1629,1632,2345,2527,1432,94.2,777.3,1
2070,3520,2157,2911,5.0,3811,2011,1438,1200,1864,1880,1240,1629,1673,2345,2527,1432,64.35,352.65,0
2142,3520,2055,2911,58.0,3811,1800,1438,1200,1441,1425,2065,1629,1632,997,2527,1432,86.1,4890.5,0
2142,3520,2055,1301,69.0,3811,1800,1867,2105,1864,1880,1240,1629,1632,997,2527,1432,99.35,6856.45,0
2070,3520,2055,1301,55.0,3811,2011,1867,2105,1864,1880,2065,1676,1673,997,2527,927,69.05,3842.6,0
2070,3520,2157,2911,36.0,3811,2011,1867,2105,1864,1425,1240,1676,1632,2345,2527,1432,87.55,3078.1,1
2070,3520,2055,2911,52.0,3811,2011,1438,1200,1864,1425,2065,1629,1673,870,2527,962,64.3,3410.6,0
2142,3520,2157,2911,34.0,3811,1800,1867,2105,1441,1880,1240,1629,1632,2345,2527,1432,105.35,3540.65,0
2070,3520,2157,2911,7.0,401,401,1438,2105,1441,1880,2065,1676,1632,2345,2527,927,40.1,293.3,1
2142,3520,2055,1301,72.0,3811,1800,907,907,907,907,907,907,907,997,1685,891,25.0,1738.9,0
2070,3520,2055,1301,30.0,3811,2011,907,907,907,907,907,907,907,870,1685,891,19.55,608.5,0
2142,692,2055,1301,61.0,3811,1800,1867,2105,1441,1880,2065,1629,1632,870,1685,1432,99.0,5969.3,0
2142,3520,2055,1301,66.0,3811,1800,907,907,907,907,907,907,907,997,2527,927,25.3,1672.35,0
2070,3520,2055,2911,68.0,3811,2011,1438,2105,1441,1880,1240,1629,1673,997,1685,891,64.1,4326.25,0
2070,3520,2055,1301,34.0,401,401,1438,1200,1864,1425,1240,1629,1632,870,1685,962,61.25,1993.2,0
2142,3520,2157,2911,56.0,3811,1800,1867,1200,1864,1880,1240,1629,1632,2345,2527,962,105.35,5794.45,0
2142,692,2157,2911,37.0,401,401,1438,2105,1441,1425,2065,1676,1673,2345,1685,1432,36.65,1315,0
2142,3520,2055,2911,72.0,3811,1800,1438,1200,1441,1425,1240,1629,1632,997,2527,927,64.622374368519,6369.45,0
2142,3520,2157,2911,4.0,3811,2011,1438,2105,1864,1880,2065,1676,1673,2345,1685,962,44.55,220.75,0
2070,3520,2055,1301,66.0,3811,2011,1438,1200,1441,1880,1240,1676,1673,997,2527,927,58.2,3810.8,0
2142,3520,2157,1301,1.0,3811,2011,1438,2105,1864,1425,2065,1676,1673,2345,1685,1432,48.95,48.95,1
2070,3520,2157,2911,2.0,401,401,1438,1200,1441,1880,2065,1676,1632,2345,2527,1432,42.6,72.4,1
2142,692,2055,2911,30.0,3811,2011,1438,2105,1441,1880,2065,1676,1673,2345,2527,891,50.4,1527.5,1
2142,3520,2157,2911,5.0,3811,2011,907,907,907,907,907,907,907,2345,2527,962,19.25,86.05,0
2070,3520,2157,2911,31.0,3811,1800,1438,1200,1864,1425,1240,1676,1673,2345,1685,927,65.25,1994.3,1
2142,3520,2157,1301,1.0,3811,2011,907,907,907,907,907,907,907,2345,1685,962,19.25,19.25,1
2070,3520,2157,2911,5.0,3811,2011,1867,2105,1441,1880,1240,1676,1632,2345,2527,1432,89.35,461.7,1
2070,3520,2157,2911,1.0,3811,2011,907,907,907,907,907,907,907,2345,1685,962,20.15,20.15,0
2142,3520,2157,2911,51.0,3811,1800,907,907,907,907,907,907,907,997,1685,962,24.75,1234.6,0
2070,3520,2055,1301,55.0,3811,1800,1438,1200,1441,1880,1240,1629,1673,870,2527,927,75.0,4213.9,0
2070,3520,2157,2911,10.0,3811,1800,1867,1200,1864,1880,2065,1629,1632,2345,2527,1432,98.7,973.25,1
2070,3520,2055,1301,45.0,3811,2011,907,907,907,907,907,907,907,997,2527,891,20.0,886.4,0
2070,692,2055,2911,29.0,3811,1800,1867,2105,1864,1425,2065,1629,1632,2345,2527,891,99.05,2952.85,1
2070,3520,2157,1301,15.0,3811,2011,1867,2105,1864,1880,2065,1676,1673,2345,1685,891,64.622374368519,994.8,1
2142,3520,2157,2911,66.0,3811,1800,1867,2105,1441,1880,1240,1629,1632,870,2527,1432,104.25,6860.6,0
2142,3520,2055,1301,17.0,3811,1800,1438,1200,1864,1880,1240,1676,1673,870,2527,962,62.1,1096.65,0
2142,3520,2055,1301,58.0,3811,1800,1867,2105,1864,1425,1240,1629,1632,870,2527,891,105.05,6004.85,0
2070,3520,2157,1301,66.0,3811,1800,1867,1200,1864,1425,1240,1676,1673,997,2527,927,90.95,5930.05,0
2070,3520,2055,2911,61.0,3811,1800,1867,2105,1441,1880,2065,1629,1632,997,2527,891,64.622374368519,5971.25,0
2142,692,2157,2911,15.0,3811,1800,1867,2105,1441,1880,2065,1676,1673,2345,2527,1432,80.2,1217.25,1
2142,3520,2157,2911,54.0,3811,2011,1438,1200,1441,1880,1240,1629,1673,2345,2527,962,69.9,3883.3,0
2142,3520,2157,2911,59.0,3811,1800,907,907,907,907,907,907,907,997,1685,962,25.0,1510.5,0
2070,3520,2157,1301,49.0,3811,2011,907,907,907,907,907,907,907,870,1685,927,19.45,921.3,0
2070,692,2055,2911,72.0,3811,1800,1867,1200,1864,1425,1240,1629,1632,997,2527,962,109.75,8075.35,0
2142,3520,2157,2911,12.0,3811,1800,1867,2105,1864,1880,2065,1629,1632,2345,2527,1432,96.05,1148.1,1
2070,3520,2157,2911,68.0,3811,2011,907,907,907,907,907,907,907,997,1685,927,19.6,1441.65,0
2142,692,2055,2911,13.0,3811,2011,1867,2105,1441,1880,1240,1676,1632,2345,2527,891,89.05,1169.35,1
2070,3520,2157,1301,7.0,401,401,1438,1200,1864,1880,2065,1676,1673,2345,1685,962,29.8,201.95,0
2142,3520,2157,1301,13.0,3811,2011,1438,1200,1864,1880,2065,1676,1673,2345,2527,927,52.1,670.65,0
2142,3520,2157,1301,13.0,3811,2011,1438,2105,1864,1880,2065,1676,1673,2345,1685,962,44.0,659.35,0
2070,3520,2157,2911,3.0,3811,2011,1867,2105,1441,1880,2065,1629,1632,2345,2527,1432,95.1,307.4,1
2142,3520,2055,1301,12.0,3811,1800,907,907,907,907,907,907,907,870,1685,962,26.4,314.95,0
2070,3520,2157,1301,49.0,3811,2011,907,907,907,907,907,907,907,997,1685,927,20.45,1024.65,0
2142,3520,2157,2911,3.0,3811,2011,1438,2105,1864,1880,2065,1676,1673,2345,2527,1432,64.622374368519,141.5,1
2142,3520,2157,1301,9.0,3811,2011,907,907,907,907,907,907,907,870,1685,962,20.1,190.25,0
2070,3520,2157,2911,70.0,3811,1800,1438,1200,1441,1425,1240,1629,1632,997,1685,927,89.75,6367.2,0
2142,3520,2055,1301,5.0,3811,1800,1867,2105,1441,1880,2065,1676,1673,2345,2527,1432,80.15,385,1
2070,3520,2055,1301,72.0,3811,1800,1438,1200,1441,1425,1240,1629,1632,997,1685,927,90.95,6652.45,0
2070,692,2055,1301,61.0,3811,1800,1438,2105,1864,1425,2065,1629,1673,870,2527,1432,65.2,3965.05,0
2070,3520,2055,2911,17.0,401,401,1438,2105,1441,1425,2065,1676,1673,2345,2527,927,35.65,646.05,0
2142,3520,2055,1301,0.0,3811,1800,907,907,907,907,907,907,907,997,1685,962,25.35,2265.937702188392,0
2070,3520,2157,2911,2.0,3811,1800,1438,2105,1441,1880,2065,1676,1673,2345,1685,962,54.15,101.65,0
2070,3520,2157,2911,1.0,3811,2011,907,907,907,907,907,907,907,2345,2527,962,19.6,19.6,1
2142,692,2157,2911,1.0,3811,1800,1867,2105,1864,1880,2065,1629,1632,2345,2527,1432,94.0,94,1
2070,3520,2055,1301,27.0,3811,1800,907,907,907,907,907,907,907,997,1685,1432,24.5,761.95,0
2070,3520,2157,2911,38.0,3811,1800,1867,2105,1864,1425,1240,1629,1632,2345,2527,1432,103.65,3988.5,0
2142,3520,2055,2911,63.0,3811,1800,1438,1200,1441,1425,1240,1676,1632,870,1685,927,80.0,5040.2,0
2070,3520,2055,2911,70.0,3811,1800,1867,2105,1441,1425,1240,1629,1632,870,2527,1432,109.5,7674.55,1
2070,3520,2055,1301,6.0,3811,2011,907,907,907,907,907,907,907,997,1685,962,20.1,100.35,0
2070,3520,2055,2911,20.0,3811,1800,1867,1200,1864,1880,2065,1676,1673,2345,1685,1432,64.622374368519,1592.35,1
2142,3520,2055,2911,71.0,3811,1800,907,907,907,907,907,907,907,997,1685,891,24.45,1730.65,0
2142,692,2157,2911,1.0,3811,1800,1867,2105,1864,1880,2065,1629,1632,2345,2527,1432,93.55,93.55,1
2070,3520,2157,2911,34.0,3811,2011,1867,2105,1441,1880,2065,1676,1673,2345,2527,927,64.622374368519,2524.45,1
2142,3520,2055,2911,9.0,3811,2011,1438,1200,1441,1880,1240,1629,1673,2345,2527,962,68.95,593.85,0
2142,3520,2157,2911,55.0,3811,2011,1438,2105,1441,1880,1240,1676,1632,870,2527,1432,64.2,3627.3,0
2142,3520,2157,2911,4.0,3811,2011,1867,2105,1864,1880,2065,1629,1632,2345,2527,1432,88.45,370.65,1
2142,3520,2157,2911,4.0,401,401,1438,2105,1864,1880,2065,1629,1632,2345,2527,1432,44.55,174.3,1
2142,3520,2157,2911,22.0,3811,1800,1438,1200,1441,1425,2065,1676,1673,2345,1685,962,65.05,1427.55,0
2070,3520,2055,2911,58.0,3811,1800,1438,1200,1864,1425,1240,1629,1632,997,2527,1432,84.3,4916.4,0
2142,3520,2055,1301,69.0,3811,1800,1438,1200,1864,1425,1240,1629,1632,997,1685,891,86.9,6194.1,0
2142,3520,2157,2911,1.0,3811,2011,1867,2105,1864,1880,2065,1676,1673,2345,2527,1432,70.3,70.3,1
2142,3520,2157,2911,44.0,3811,1800,1867,2105,1864,1425,2065,1676,1632,2345,2527,962,64.622374368519,4063,0
2142,3520,2055,2911,37.0,3811,2011,907,907,907,907,907,907,907,2345,1685,891,64.622374368519,697.65,0
2070,3520,2055,1301,72.0,3811,1800,1438,1200,1441,1425,1240,1629,1632,997,1685,927,89.75,6595.9,0
2142,3520,2157,2911,29.0,401,401,1438,2105,1441,1880,1240,1676,1673,2345,1685,1432,34.3,1004.75,0
2070,3520,2055,1301,61.0,3811,2011,907,907,907,907,907,907,907,2345,2527,962,64.622374368519,1182.55,1
2142,3520,2055,1301,1.0,3811,2011,1867,2105,1864,1880,2065,1629,1632,2345,1685,962,89.15,89.15,1
2142,692,2055,2911,29.0,3811,1800,1867,2105,1864,1425,2065,1629,1632,2345,2527,1432,98.5,3004.15,1
2142,692,2157,2911,1.0,401,401,1438,2105,1441,1425,2065,1676,1632,2345,2527,1432,43.3,43.3,1
2070,692,2157,2911,3.0,401,401,1438,2105,1864,1880,2065,1676,1673,2345,1685,1432,25.3,77.75,1
2070,3520,2157,1301,44.0,3811,1800,1438,2105,1441,1880,2065,1629,1632,870,2527,962,77.55,3471.1,0
2142,3520,2157,2911,58.0,3811,2011,907,907,907,907,907,907,907,997,1685,962,20.8,1212.25,0
2142,3520,2157,2911,9.0,3811,2011,907,907,907,907,907,907,907,2345,1685,962,20.25,178.5,1
2070,692,2055,2911,51.0,3811,1800,1867,1200,1864,1880,2065,1676,1673,2345,2527,1432,77.5,3807.35,1
2142,3520,2055,2911,32.0,3811,1800,1867,2105,1441,1880,2065,1629,1632,2345,2527,927,98.85,3145.9,0
2142,692,2157,2911,62.0,3811,1800,1867,2105,1441,1425,1240,1629,1632,870,2527,891,110.75,7053.35,0
2070,3520,2157,2911,2.0,3811,2011,1438,2105,1864,1425,1240,1629,1632,2345,1685,1432,76.4,160.8,1
2070,3520,2157,2911,10.0,3811,2011,1438,2105,1864,1880,1240,1676,1632,2345,2527,962,60.95,629.55,0
2070,3520,2055,1301,72.0,3811,1800,1867,1200,1441,1425,1240,1676,1632,997,1685,927,107.45,7658.3,0
2142,3520,2157,1301,1.0,401,401,1438,2105,1864,1880,2065,1676,1673,2345,2527,1432,24.7,24.7,0
2142,3520,2055,2911,30.0,3811,1800,1438,2105,1864,1880,2065,1676,1673,2345,1685,1432,49.9,1441.95,0
2070,3520,2157,2911,3.0,3811,1800,1867,2105,1864,1880,2065,1676,1673,2345,1685,1432,76.1,257.6,0
2070,3520,2055,1301,65.0,3811,1800,1438,2105,1441,1880,1240,1629,1632,997,2527,891,79.4,5071.9,0
2070,3520,2157,2911,10.0,3811,2011,907,907,907,907,907,907,907,2345,2527,1432,21.2,222.65,0
2142,692,2157,2911,71.0,3811,1800,1867,2105,1441,1880,1240,1629,1632,997,2527,1432,106.8,7623.2,0
2142,3520,2055,1301,68.0,3811,2011,1867,2105,1441,1425,1240,1629,1632,870,1685,927,105.75,7322.5,0
2142,3520,2055,1301,72.0,3811,2011,907,907,907,907,907,907,907,997,1685,1432,20.35,1354.4,0
2070,3520,2055,2911,32.0,3811,2011,907,907,907,907,907,907,907,870,1685,962,19.3,593.2,0
2070,3520,2157,2911,18.0,3811,2011,1867,2105,1864,1880,2065,1676,1673,2345,2527,1432,71.1,1247.75,0
2142,3520,2055,1301,35.0,3811,1800,1867,2105,1441,1425,1240,1629,1632,2345,2527,1432,109.95,3782.4,0
2142,3520,2055,2911,61.0,401,401,1438,1200,1864,1425,1240,1629,1632,997,2527,962,62.15,3778.85,0
2142,3520,2055,1301,62.0,3811,1800,1867,1200,1441,1880,2065,1629,1632,2345,2527,1432,105.5,6487.2,0
2070,3520,2055,1301,72.0,3811,1800,1438,1200,1441,1425,1240,1629,1632,997,1685,891,92.65,6733,0
2070,3520,2157,2911,45.0,3811,2011,1438,1200,1864,1425,1240,1629,1632,997,1685,891,81.65,3618.7,0
2070,692,2157,2911,9.0,3811,1800,1867,2105,1864,1880,2065,1676,1673,2345,2527,1432,74.55,622.9,1
2142,692,2157,2911,7.0,3811,1800,1867,2105,1864,1880,2065,1629,1673,2345,2527,1432,84.8,546.95,1
2070,3520,2055,1301,43.0,3811,2011,1438,2105,1864,1880,2065,1629,1673,2345,1685,1432,64.622374368519,2499.3,1
2142,692,2157,2911,69.0,3811,1800,1438,1200,1864,1425,1240,1676,1632,997,1685,927,74.1,5031,0
2142,3520,2055,1301,45.0,3811,2011,907,907,907,907,907,907,907,997,1685,1432,19.2,903.7,0
2142,3520,2055,1301,18.0,3811,2011,1867,1200,1864,1425,2065,1629,1673,2345,2527,962,87.9,1500.5,0
2070,692,2055,2911,72.0,3811,1800,1867,1200,1441,1425,2065,1629,1632,997,2527,1432,112.4,8046.85,0
2070,3520,2157,1301,67.0,3811,1800,1867,2105,1441,1880,1240,1629,1632,870,2527,891,106.6,7244.7,0
2142,3520,2055,1301,19.0,3811,2011,907,907,907,907,907,907,907,997,1685,962,20.2,387.4,0
2070,3520,2157,2911,60.0,3811,2011,1867,1200,1864,1425,1240,1629,1632,2345,2527,891,104.95,6236.75,0
2142,692,2055,2911,59.0,401,401,1438,1200,1864,1425,1240,1629,1632,997,2527,927,64.05,3886.85,0
2070,3520,2055,1301,50.0,3811,2011,907,907,907,907,907,907,907,997,1685,927,20.55,1070.25,0
2142,3520,2157,1301,41.0,3811,2011,1867,1200,1441,1425,1240,1629,1632,997,2527,1432,111.15,4507.15,0
2142,3520,2157,1301,23.0,3811,2011,1438,2105,1441,1880,1240,1676,1673,2345,1685,1432,54.15,1312.45,0
2142,692,2055,2911,56.0,3811,2011,1438,1200,1441,1425,1240,1629,1632,997,2527,891,85.65,4824.45,0
2070,3520,2055,2911,8.0,3811,2011,1867,2105,1441,1425,2065,1629,1632,2345,1685,1432,101.15,842.9,1
2142,3520,2157,2911,72.0,401,401,1438,1200,1441,1425,1240,1629,1632,997,2527,891,63.7,4464.8,0
2142,3520,2055,1301,33.0,3811,2011,907,907,907,907,907,907,907,870,2527,891,19.45,600.25,0
2142,692,2055,2911,13.0,3811,1800,1867,2105,1864,1880,2065,1629,1632,2345,2527,1432,95.25,1233.65,1
2142,3520,2157,2911,25.0,3811,2011,1867,2105,1864,1880,2065,1676,1673,2345,1685,1432,69.75,1729.35,0
2070,3520,2055,1301,10.0,3811,2011,1438,2105,1441,1425,2065,1676,1632,870,2527,962,65.9,660.05,0
2070,3520,2157,2911,15.0,3811,1800,1867,2105,1441,1880,2065,1629,1632,2345,2527,1432,64.622374368519,1415,0
2142,3520,2157,2911,1.0,3811,2011,1867,2105,1864,1880,2065,1676,1673,2345,2527,1432,69.1,69.1,1
2070,3520,2055,1301,41.0,3811,2011,1438,2105,1441,1880,1240,1676,1632,870,2527,891,66.5,2728.6,1
2070,3520,2157,2911,29.0,401,401,1438,2105,1864,1880,1240,1676,1673,2345,2527,1432,31.2,926.2,0
2142,3520,2055,1301,65.0,3811,1800,1867,2105,1864,1425,1240,1629,1632,997,2527,891,104.1,6700.05,0
2070,3520,2055,2911,25.0,3811,2011,907,907,907,907,907,907,907,870,2527,891,20.2,507.9,0
2070,3520,2157,1301,26.0,401,401,1438,1200,1864,1880,1240,1676,1632,2345,1685,962,45.8,1147,0
2142,3520,2055,1301,61.0,3811,2011,1438,1200,1441,1425,1240,1676,1673,997,2527,891,68.05,4158.25,0
2070,3520,2055,2911,22.0,3811,2011,1867,2105,1864,1880,2065,1629,1673,2345,2527,927,80.0,1706.45,0
2070,3520,2157,2911,38.0,3811,2011,907,907,907,907,907,907,907,870,1685,962,20.05,678.2,0
2142,3520,2055,1301,9.0,3811,1800,1867,2105,1864,1425,2065,1629,1673,870,2527,1432,90.35,767.9,0
2070,3520,2055,1301,65.0,3811,1800,1867,2105,1441,1425,2065,1629,1632,2345,2527,1432,64.622374368519,6985.65,1
2070,3520,2055,2911,28.0,3811,2011,1867,1200,1864,1880,2065,1629,1632,2345,2527,962,92.35,2602.9,1
2070,3520,2157,2911,1.0,3811,2011,1867,2105,1864,1880,2065,1676,1673,2345,1685,962,64.622374368519,69.55,1
2142,692,2055,2911,33.0,3811,2011,1867,1200,1441,1880,1240,1676,1632,870,2527,1432,93.55,3055.5,0
2070,3520,2055,1301,55.0,3811,1800,1867,1200,1441,1880,2065,1676,1673,2345,2527,1432,85.1,4600.95,0
2142,3520,2055,1301,63.0,3811,1800,1438,1200,1441,1425,2065,1629,1632,997,1685,927,64.622374368519,5435,0
2142,3520,2055,2911,60.0,3811,2011,1438,1200,1864,1880,2065,1629,1673,870,2527,962,59.8,3561.15,0
2070,3520,2157,2911,7.0,3811,2011,1867,2105,1864,1880,2065,1676,1632,2345,2527,1432,79.3,523.15,1
2142,3520,2157,2911,3.0,3811,2011,1438,1200,1864,1425,2065,1629,1632,2345,2527,1432,77.4,206.15,0
2070,3520,2055,1301,69.0,3811,1800,1867,1200,1864,1425,2065,1676,1673,870,1685,891,84.45,5848.6,0
2070,3520,2157,2911,1.0,3811,2011,907,907,907,907,907,907,907,2345,2527,962,20.3,20.3,1
2142,3520,2055,1301,65.0,3811,2011,907,907,907,907,907,907,907,997,2527,927,19.85,1267.05,0
2142,3520,2157,2911,70.0,3811,1800,1867,1200,1864,1880,1240,1629,1632,997,2527,927,104.0,7250.15,1
2142,3520,2157,2911,35.0,3811,1800,1867,1200,1864,1425,1240,1629,1632,997,2527,1432,108.95,4025.5,0
2070,692,2157,2911,2.0,3811,2011,1438,2105,1864,1880,2065,1676,1673,2345,1685,1432,43.95,85.1,0
2070,3520,2157,2911,26.0,401,401,1438,2105,1864,1425,2065,1629,1632,2345,2527,927,64.622374368519,1277.5,0
2142,3520,2157,2911,38.0,3811,2011,1438,2105,1864,1425,1240,1676,1632,870,2527,962,62.3,2354.8,1
2070,3520,2055,1301,69.0,3811,2011,1438,2105,1441,1425,1240,1676,1673,870,1685,891,59.1,4134.7,0
2070,3520,2055,1301,64.0,3811,1800,907,907,907,907,907,907,907,870,1685,962,24.9,1595.5,0
2070,3520,2055,1301,50.0,3811,2011,1867,2105,1864,1425,1240,1629,1632,870,1685,962,103.05,5153.5,0
2142,3520,2157,2911,9.0,3811,2011,1438,1200,1864,1880,1240,1676,1632,2345,1685,962,64.95,547.8,0
2142,3520,2157,2911,62.0,3811,1800,1867,1200,1441,1425,2065,1676,1673,2345,1685,891,90.7,5586.45,0
2070,692,2055,2911,56.0,3811,1800,1867,2105,1864,1880,1240,1676,1673,2345,2527,891,76.85,4275.75,0
2142,3520,2157,2911,4.0,3811,1800,907,907,907,907,907,907,907,2345,1685,962,25.25,101.9,0
2142,3520,2157,1301,62.0,3811,1800,907,907,907,907,907,907,907,997,2527,962,24.4,1413,0
2070,3520,2157,2911,12.0,3811,2011,907,907,907,907,907,907,907,2345,1685,962,20.3,246.7,0
2142,3520,2055,2911,59.0,401,401,1438,2105,1864,1880,2065,1629,1632,2345,2527,1432,44.3,2666.75,0
2142,3520,2055,1301,47.0,3811,2011,907,907,907,907,907,907,907,870,1685,962,20.05,951.55,0
2070,3520,2055,1301,57.0,3811,1800,1438,1200,1864,1425,1240,1629,1632,997,2527,1432,84.5,4845.4,0
2070,3520,2055,1301,70.0,3811,1800,1867,1200,1441,1425,1240,1629,1632,997,2527,891,114.2,7723.9,1
2142,3520,2157,2911,51.0,3811,1800,1867,2105,1864,1425,2065,1676,1673,2345,1685,927,80.0,4242.35,1
2070,3520,2157,2911,51.0,3811,2011,907,907,907,907,907,907,907,870,2527,891,19.85,996.95,0
2142,3520,2055,1301,34.0,3811,1800,1867,2105,1441,1880,2065,1629,1632,2345,2527,891,97.7,3410,0
2142,3520,2055,1301,56.0,3811,1800,907,907,907,907,907,907,907,870,2527,962,24.45,1431.65,0
2142,3520,2055,1301,4.0,3811,1800,1867,2105,1441,1425,2065,1676,1673,2345,2527,891,64.622374368519,371.9,1
2142,3520,2157,2911,69.0,3811,1800,1867,2105,1441,1425,1240,1629,1673,997,2527,927,97.65,6743.55,0
2142,692,2055,2911,1.0,3811,1800,1867,2105,1864,1880,2065,1629,1632,2345,2527,1432,95.1,95.1,1
2070,692,2055,2911,17.0,3811,1800,1867,1200,1864,1425,2065,1676,1673,2345,2527,891,85.35,1463.45,1
2070,3520,2055,1301,51.0,401,401,1438,2105,1864,1425,1240,1629,1632,870,2527,1432,56.15,2898.95,0
2070,692,2055,2911,1.0,3811,1800,1867,2105,1864,1880,2065,1676,1673,2345,2527,1432,74.45,74.45,1
2142,3520,2055,2911,6.0,3811,1800,1867,2105,1864,1880,2065,1629,1673,2345,2527,1432,82.85,460.25,1
2142,3520,2157,2911,50.0,3811,2011,907,907,907,907,907,907,907,870,1685,927,20.15,989.05,0
2142,3520,2157,2911,7.0,3811,1800,1867,2105,1864,1880,2065,1629,1632,2345,2527,1432,94.1,701.3,0
2142,692,2157,2911,16.0,401,401,1438,2105,1441,1880,2065,1629,1673,2345,2527,962,39.0,679.85,1
2142,3520,2157,2911,1.0,3811,2011,1438,2105,1864,1880,2065,1676,1632,2345,2527,1432,64.622374368519,55,1
2070,692,2157,1301,1.0,3811,2011,1867,2105,1864,1880,2065,1676,1673,2345,2527,1432,71.0,71,1
2142,3520,2055,2911,55.0,3811,1800,907,907,907,907,907,907,907,997,1685,891,25.7,1443.65,0
2070,3520,2157,2911,23.0,3811,1800,1867,2105,1441,1880,2065,1629,1632,2345,2527,927,98.7,2249.1,0
2142,3520,2157,2911,1.0,3811,2011,907,907,907,907,907,907,907,2345,2527,962,20.45,20.45,0
2142,3520,2055,1301,5.0,3811,2011,907,907,907,907,907,907,907,2345,1685,962,19.45,86.05,0
2142,3520,2157,2911,3.0,3811,2011,1438,2105,1864,1880,1240,1629,1632,2345,2527,1432,69.35,191.35,1
2142,692,2157,2911,54.0,401,401,1438,2105,1441,1425,2065,1629,1632,870,2527,1432,55.45,2966.95,0
2070,3520,2157,2911,7.0,3811,2011,907,907,907,907,907,907,907,2345,1685,962,20.05,164.85,1
2142,3520,2055,2911,32.0,3811,1800,1867,2105,1864,1425,2065,1676,1673,2345,2527,1432,78.9,2447.95,1
2070,3520,2157,2911,1.0,3811,2011,1438,1200,1864,1880,2065,1676,1673,2345,2527,927,48.6,48.6,1
2070,3520,2157,2911,18.0,3811,1800,1867,2105,1864,1880,1240,1629,1632,2345,2527,891,99.85,1776.95,1
2070,3520,2055,1301,64.0,401,401,1438,2105,1441,1880,1240,1629,1632,997,2527,1432,64.622374368519,3423.5,0
2142,3520,2157,2911,48.0,3811,2011,907,907,907,907,907,907,907,997,1685,927,20.15,982.95,0
2142,3520,2157,2911,35.0,3811,2011,907,907,907,907,907,907,907,997,2527,962,20.2,684.4,0
2142,3520,2055,1301,67.0,3811,1800,1867,1200,1864,1880,1240,1629,1632,997,1685,891,104.6,6885.75,0
2070,3520,2055,1301,50.0,3811,1800,1867,2105,1864,1880,2065,1629,1673,2345,2527,891,84.4,4116.15,1
2142,3520,2055,1301,53.0,3811,2011,1867,2105,1441,1880,1240,1629,1673,2345,2527,1432,92.55,4779.45,0
2142,3520,2157,2911,10.0,3811,2011,1438,1200,1864,1880,2065,1676,1673,2345,2527,962,51.65,524.5,0
2142,692,2157,2911,8.0,401,401,1438,2105,1864,1425,2065,1676,1673,2345,2527,1432,29.4,221.9,1
2142,3520,2157,2911,27.0,3811,2011,907,907,907,907,907,907,907,997,1685,927,19.85,470,0
2142,692,2055,1301,68.0,3811,1800,1867,2105,1441,1425,2065,1676,1673,2345,2527,1432,84.65,5683.6,0
2070,3520,2157,2911,43.0,3811,1800,907,907,907,907,907,907,907,997,2527,927,64.622374368519,1188.2,0
2070,692,2157,2911,16.0,3811,1800,1867,2105,1864,1880,2065,1629,1673,2345,2527,1432,84.75,1350.15,1
2142,3520,2157,2911,46.0,401,401,1438,1200,1864,1425,1240,1676,1673,997,1685,962,38.25,1755.35,0
2070,3520,2157,2911,4.0,3811,2011,1867,2105,1864,1425,2065,1676,1632,2345,2527,927,82.85,319.6,0
2070,3520,2055,1301,26.0,3811,1800,1438,2105,1441,1880,1240,1676,1673,2345,2527,1432,60.05,1616.15,1
2070,3520,2157,2911,1.0,3811,1800,1867,2105,1864,1880,2065,1676,1673,2345,1685,1432,76.0,76,1
2142,3520,2055,2911,8.0,3811,2011,1438,2105,1441,1425,2065,1676,1673,2345,2527,962,54.75,445.85,0
2142,3520,2157,2911,41.0,3811,1800,907,907,907,907,907,907,907,2345,2527,891,25.25,996.45,0
2142,692,2055,2911,63.0,3811,1800,1867,1200,1441,1425,2065,1629,1632,997,1685,927,108.5,6991.9,0
2142,3520,2055,1301,72.0,3811,1800,907,907,907,907,907,907,907,997,1685,927,24.75,1859.1,0
